votu,taxa,consensus_domain,sub_domain_consensus
4Wh2oV_0h_scaffold_1686043,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1686544,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptacidiphilus",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1686572,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1686639,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Prauserella",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1686711,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium nodulans",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1687129,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1687180,Bacteria,Bacteria,Bacteria
4Wh2oV_0h_scaffold_1687535,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,unclassified Diaphorobacter",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_168869,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida group",Bacteria,Gammaproteobacteria
4Wh2oV_0h_scaffold_1688736,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia",Bacteria,Gammaproteobacteria
4Wh2oV_0h_scaffold_1688758,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster",Bacteria,Firmicutes
4Wh2oV_0h_scaffold_1689003,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1689269,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1689842,"Bacteria,PVC group,Planctomycetes",Bacteria,Planctomycetes
4Wh2oV_0h_scaffold_1690333,"Bacteria,Terrabacteria group,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexineae,Chloroflexaceae,Chloroflexus,Chloroflexus aurantiacus",Bacteria,Terrabacteria group
4Wh2oV_0h_scaffold_1690450,"Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,Bryobacteraceae,Paludibaculum",Bacteria,Acidobacteria
4Wh2oV_0h_scaffold_1691184,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1691628,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1691673,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Pelagerythrobacter",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1692054,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,unclassified Acidovorax",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1692204,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Tardibacter",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1692419,"Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,unclassified Methylomonas",Bacteria,Gammaproteobacteria
4Wh2oV_0h_scaffold_1692845,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Ensifer,Ensifer sojae",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1693337,"Bacteria,Terrabacteria group,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,Adlercreutzia equolifaciens subsp. equolifaciens",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1693534,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Pimelobacter",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1694009,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_0h_scaffold_1694057,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Janibacter",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1694076,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1694577,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,unclassified Rhodococcus",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1694627,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1694881,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified Sphingopyxis",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_169490,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales incertae sedis,Pseudorhodoplanes",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1695126,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1695854,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Phycicoccus,unclassified Phycicoccus",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1696675,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis",Bacteria,Firmicutes
4Wh2oV_0h_scaffold_1697240,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_169804,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces scabiei",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1698303,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified Pseudomonas",Bacteria,Gammaproteobacteria
4Wh2oV_0h_scaffold_1698719,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus limnophila",Bacteria,Planctomycetes
4Wh2oV_0h_scaffold_1698960,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Brucella",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1699069,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium hassiacum",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1699181,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,unclassified Variovorax",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1699286,Bacteria,Bacteria,Bacteria
4Wh2oV_0h_scaffold_1699355,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Cryobacterium,unclassified Cryobacterium",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1699423,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1699629,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,unclassified Rhodoferax",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1699861,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1700075,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,Pseudomonas nitroreducens/multiresinivorans group",Bacteria,Gammaproteobacteria
4Wh2oV_0h_scaffold_1700111,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Salinibacterium,unclassified Salinibacterium",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1701199,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,unclassified Pseudonocardia",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1701247,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium nodulans",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1701261,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_17015,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Archangium",Bacteria,Archaea
4Wh2oV_0h_scaffold_1701676,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified Sphingomonas",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1701786,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1701959,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1702550,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Octadecabacter,unclassified Octadecabacter",Bacteria,Alphaproteobacteria
4Wh2oV_0h_scaffold_1702758,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1702783,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1702834,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group",Bacteria,Betaproteobacteria
4Wh2oV_0h_scaffold_1703219,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Pimelobacter",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_170367,"Bacteria,Terrabacteria group,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1703769,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Eubacteriales incertae sedis,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Thermaerobacter marianensis",Bacteria,Firmicutes
4Wh2oV_0h_scaffold_1704000,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulispora acidiphila",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1704491,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae",Bacteria,Actinobacteria
4Wh2oV_0h_scaffold_1704542,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium",Bacteria,Alphaproteobacteria
