votu,taxa,consensus_domain,sub_domain_consensus
4Wh2oV_3h_scaffold_1968651,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,unclassified Mesorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1968755,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_1968830,"Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,unclassified Oceanimonas",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_196909,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Nostocaceae,Nostoc,unclassified Nostoc",Bacteria,Terrabacteria group
4Wh2oV_3h_scaffold_1969147,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Brucella",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1969155,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1970799,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis group",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1971082,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,unclassified Sphingobacterium",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_3h_scaffold_1971086,"Archaea,TACK group,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Nitrososphaera viennensis",Archaea,Archaea
4Wh2oV_3h_scaffold_1971104,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_197157,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,unclassified Variovorax",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_1972478,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_1972553,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,unclassified Stenotrophomonas",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1972574,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nonomuraea,unclassified Nonomuraea",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_197277,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_1973047,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1973145,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Lentilitoribacter,unclassified Lentilitoribacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1973899,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1974266,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Tardibacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1974545,"Bacteria,Terrabacteria group,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonosporobacteraceae,Ktedonosporobacter",Bacteria,Terrabacteria group
4Wh2oV_3h_scaffold_1974549,"Bacteria,Terrabacteria group,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonosporobacteraceae,Ktedonosporobacter",Bacteria,Terrabacteria group
4Wh2oV_3h_scaffold_1974709,"Bacteria,Terrabacteria group,Actinobacteria",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1975225,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Neorhizobium,unclassified Neorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1975938,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1976320,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,unclassified Brevibacillus",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_1976329,"Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1976332,"Bacteria,Proteobacteria,Alphaproteobacteria",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1977137,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1977558,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1977607,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas subvibrioides",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1977861,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_197819,cellular organisms,unknown,unknown
4Wh2oV_3h_scaffold_1978364,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1978428,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1978561,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_197940,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Neorhizobium,Neorhizobium galegae,Neorhizobium galegae bv. officinalis",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1979784,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Nostocales,Calotrichaceae,Calothrix,unclassified Calothrix",Bacteria,Terrabacteria group
4Wh2oV_3h_scaffold_1979909,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_1981338,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1981470,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1982198,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_198249,"Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1983135,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1983284,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1984082,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_198424,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas spadix",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1985,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1985212,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis gilva",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1985717,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1986395,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Metakosakonia,unclassified Metakosakonia",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1986454,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1986486,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,unclassified Nocardioides",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1986933,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1987418,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified Sphingomonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1987985,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Dactylosporangium",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1988018,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio",Bacteria,delta/epsilon subdivisions
4Wh2oV_3h_scaffold_1988234,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1988311,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Tardibacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1988360,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,unclassified Rhodococcus",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1988573,"Bacteria,Terrabacteria group,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1989034,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Nakamurellales,Nakamurellaceae,Nakamurella,unclassified Nakamurella",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1989492,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Alkaliphilus,Alkaliphilus metalliredigens",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_1989500,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1989997,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcales incertae sedis,Luteimicrobium",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1990409,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1990914,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Ensifer,unclassified Ensifer",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1991810,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter propionicus",Bacteria,delta/epsilon subdivisions
4Wh2oV_3h_scaffold_1992064,"Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1992430,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1993767,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1993793,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_1993888,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1994069,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,unclassified Rhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1994090,"Bacteria,Terrabacteria group,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexineae,Roseiflexaceae,Roseiflexus,unclassified Roseiflexus",Bacteria,Terrabacteria group
4Wh2oV_3h_scaffold_1994408,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1994528,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_1995367,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_199597,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_1996709,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1996720,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_3h_scaffold_1998013,"Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,unclassified Duncaniella",Bacteria,Bacteroidetes/Chlorobi group
4Wh2oV_3h_scaffold_1998333,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_1998721,"Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_1999321,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_1999355,"Bacteria,Terrabacteria group,Firmicutes,Clostridia",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2000367,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2000642,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Paradevosia",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2000682,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2002287,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2002394,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2003144,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2003342,"Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales incertae sedis,Thiohalobacter,unclassified Thiohalobacter",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2003400,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2003446,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas gilvus",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2003798,"Bacteria,Terrabacteria group,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus",Bacteria,Terrabacteria group
4Wh2oV_3h_scaffold_2003834,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Limnoglobus",Bacteria,Planctomycetes
4Wh2oV_3h_scaffold_2003949,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2004414,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,unclassified Rhodococcus",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2005766,"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2005952,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula",Bacteria,Planctomycetes
4Wh2oV_3h_scaffold_2007808,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Georhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2008397,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2008800,"Bacteria,FCB group,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas aurantiaca",Bacteria,Gemmatimonadetes
4Wh2oV_3h_scaffold_2008823,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Neorhizobium,unclassified Neorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2008959,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2009051,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified Pseudomonas",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2009581,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2009865,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Dietziaceae,Dietzia",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2010878,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2011211,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,unclassified Sphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2011299,"Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,Hahella chejuensis",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2011578,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2011931,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus",Bacteria,Terrabacteria group
4Wh2oV_3h_scaffold_2012136,"Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea hydrogenivorans",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_201220,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2012561,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,unclassified Bosea",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2012984,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,unclassified Bosea",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_201305,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Corallococcus",Bacteria,delta/epsilon subdivisions
4Wh2oV_3h_scaffold_2013471,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2013490,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,unclassified Rhodococcus",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_201395,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter diazotrophicus",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_201418,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2014889,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2015587,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,unclassified Mesorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2015730,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium autoethanogenum",Bacteria,Firmicutes
4Wh2oV_3h_scaffold_2015783,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassobius",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2017004,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,unclassified Rubrobacter",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2017880,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2017953,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Pseudochrobactrum,unclassified Pseudochrobactrum",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2019920,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2020749,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2021118,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,unclassified Rhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2021257,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia",Bacteria,Betaproteobacteria
4Wh2oV_3h_scaffold_2021433,"Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomagnum",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2021774,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,unclassified Actinoplanes",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2022114,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2022414,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Nitratireductor,unclassified Nitratireductor",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2022862,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group",Bacteria,Gammaproteobacteria
4Wh2oV_3h_scaffold_2023143,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2023687,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Pseudarthrobacter",Bacteria,Actinobacteria
4Wh2oV_3h_scaffold_2024202,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,unclassified Pirellula",Bacteria,Planctomycetes
4Wh2oV_3h_scaffold_2024684,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,unclassified Gemmata",Bacteria,Planctomycetes
4Wh2oV_3h_scaffold_2024806,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,unclassified Magnetospirillum",Bacteria,Alphaproteobacteria
4Wh2oV_3h_scaffold_2024957,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis",Bacteria,Betaproteobacteria
