taxonID,taxonomy,domain,phylum,class,order,family,genus,comparisonID,trt.code.1,trt.code.2,time,ape.obs,ape.boot.mean,ape.boot.median,ape.boot.CI.L,ape.boot.CI.U,b.obs,b.boot.mean,b.boot.median,b.boot.CI.L,b.boot.CI.U,f.gross.obs,f.gross.boot.mean,f.gross.boot.median,f.gross.boot.CI.L,f.gross.boot.CI.U,message,comparisonID.pop,group.code.0,group.code.t,r.net.obs,r.net.boot.mean,r.net.boot.median,r.net.boot.CI.L,r.net.boot.CI.U,f.net.obs,f.net.boot.mean,f.net.boot.median,f.net.boot.CI.L,f.net.boot.CI.U,N.tot.T0.obs.mean,N.tot.T0.boot.mean,N.tot.T0.boot.median,N.tot.T0.boot.CI.L,N.tot.T0.boot.CI.U,N.tot.Tt.obs.mean,N.tot.Tt.boot.mean,N.tot.Tt.boot.median,N.tot.Tt.boot.CI.L,N.tot.Tt.boot.CI.U,message.pop,d.obs,d.boot.mean,d.boot.median,d.boot.CI.L,d.boot.CI.U,f.death.obs,f.death.boot.mean,f.death.boot.median,f.death.boot.CI.L,f.death.boot.CI.U,N.light.Tt.obs,N.light.Tt.boot.mean,N.light.Tt.boot.median,N.light.Tt.boot.CI.L,N.light.Tt.boot.CI.U,sub_domain_consensus
sip248,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Acidimicrobiales;f_unclassified_Acidimicrobiales;g_unclassified_Acidimicrobiales,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Acidimicrobiales,f_unclassified_Acidimicrobiales,g_unclassified_Acidimicrobiales,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,-0.044284882,-0.044742835,-0.046152186,-0.120271185,0.040299882,-38041.73996,-38268.16995,-39019.67402,-108128.5894,32918.69233,-634.0289994,-637.8028324,-650.3279004,-1802.143157,548.6448721,Warning: no occurrences in rep rA_t24_16O & rA_t48_16O & rA_t72_16O (t3_16O/t24_16O/t168_16O/t48_16O/t72_16O),T0.9,t0_16O,t48_16O.t48_18O,-562641.3565,-564789.5786,-562641.3565,-982877.2441,-155255.6336,-9377.355942,-9413.159643,-9377.355942,-16381.2874,-2587.593894,1907291.181,1914936.235,1907291.181,1059931.792,2733837.455,782008.4676,785357.0783,798243.5216,414979.293,1087958.527,Warning: no occurrences in rep rA_t48_16O (t48_16O/t48_18O),-524599.6165,-526521.4086,-523843.7521,-933226.1666,-108227.2885,-8743.326942,-8775.35681,-8730.729202,-15553.76944,-1803.788141,820050.2076,823625.2483,833851.1671,442077.3113,1149105.861,Actinobacteria
sip5387,d_Bacteria;p_Chloroflexi;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae;g_Ktedonobacter,d_Bacteria,p_Chloroflexi,c_Ktedonobacteria,o_Ktedonobacterales,f_Ktedonobacteraceae,g_Ktedonobacter,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.399880723,0.400441598,0.397419139,0.142213488,0.839374588,531655.7024,519675.2533,530415.4301,203835.4729,958461.7152,8860.928373,8661.254221,8840.257168,3397.257882,15974.36192,none,T0.9,t0_16O,t48_16O.t48_18O,-15731.09059,-23228.77413,-17163.11222,-473143.8044,382808.9776,-262.1848432,-387.1462354,-286.0518704,-7885.730073,6380.149626,1663354.994,1669999.369,1663354.994,1046471.216,2154936.701,1631892.812,1623541.821,1666768.53,846995.0537,2219958.989,none,-547386.793,-542904.0274,-538793.2064,-1179841.661,-7416.356246,-9123.113216,-9048.400457,-8979.886773,-19664.02768,-123.6059374,1100237.11,1103866.567,1112887.716,231558.6847,1779871.167,Chloroflexi
sip4596,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Micrococcaceae;g_Micrococcus,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Micrococcaceae,g_Micrococcus,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.597066637,0.602901082,0.618036808,0.225555488,0.895802267,465255.6236,461186.8005,465125.6274,185510.4496,735799.5891,7754.260393,7686.446674,7752.093789,3091.840827,12263.32649,none,T0.9,t0_16O,t48_16O.t48_18O,-155467.4124,-154484.0933,-154073.401,-547662.51,247767.2886,-2591.12354,-2574.734888,-2567.890017,-9127.7085,4129.454811,1254706.435,1256931.734,1254706.435,570349.6007,1945051.499,943771.6097,947963.5472,949826.7384,410974.2562,1452773.168,none,-620723.036,-615670.8938,-612226.9292,-1103106.211,-126161.7939,-10345.38393,-10261.18156,-10203.78215,-18385.10352,-2102.696565,478515.9861,486776.7468,499476.9919,-166705.6353,1062510.452,Actinobacteria
sip901,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.040524305,0.040130647,0.039282065,-0.023453667,0.116855452,146984.2899,143015.7012,139566.3425,-87610.92105,412459.4924,2449.738165,2383.59502,2326.105709,-1460.182017,6874.324874,none,T0.9,t0_16O,t48_16O.t48_18O,-523955.6685,-521686.301,-530054.5143,-1055134.094,20937.37856,-8732.594475,-8694.771684,-8834.241905,-17585.56823,348.9563093,4823767.024,4820581.228,4823767.024,4170641.723,5556527.392,3775855.687,3777208.626,3763657.995,2966389.27,4708458.81,none,-670939.9584,-664702.0022,-661603.4541,-1271546.218,-73898.21765,-11182.33264,-11078.3667,-11026.72424,-21192.43696,-1231.636961,3628871.397,3634192.925,3621796.865,2792145.65,4564588.512,Actinobacteria
sip4409,d_Bacteria;p_Verrucomicrobia;c_Spartobacteria;o_unclassified_Spartobacteria;f_unclassified_Spartobacteria;g_unclassified_Spartobacteria,d_Bacteria,p_Verrucomicrobia,c_Spartobacteria,o_unclassified_Spartobacteria,f_unclassified_Spartobacteria,g_unclassified_Spartobacteria,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.175588354,0.176614953,0.174248621,0.077537521,0.287448293,316891.4547,315223.143,315024.0826,149072.1833,488939.5739,5281.524244,5253.719051,5250.401377,2484.536389,8148.992899,none,T0.9,t0_16O,t48_16O.t48_18O,-431656.9237,-430603.4991,-425426.3351,-892187.3823,22845.71632,-7194.282062,-7176.724985,-7090.438918,-14869.7897,380.7619386,2784421.056,2787192.419,2784421.056,2164860.422,3328321.567,1921107.208,1925985.421,1922428.157,1119848.153,2588655.759,none,-748548.3784,-745826.6422,-741099.5459,-1241183.974,-272600.4137,-12475.80631,-12430.44404,-12351.6591,-20686.39956,-4543.340228,1604215.754,1610762.278,1621671.177,873308.4598,2325704.982,Verrucomicrobia
sip3331,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Cellulomonadaceae;g_Cellulomonas,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Cellulomonadaceae,g_Cellulomonas,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.113240553,0.113299317,0.110960239,0.037379322,0.198580202,251566.0169,254232.406,241744.5886,78785.13547,491077.4067,4192.766948,4237.206767,4029.076476,1313.085591,8184.623446,none,T0.9,t0_16O,t48_16O.t48_18O,-538953.7843,-548080.0557,-544310.4216,-1248677.92,220443.1893,-8982.563072,-9134.667594,-9071.840359,-20811.29866,3674.053154,3378152.878,3391054.392,3378152.878,1858511.393,4796599.051,2300245.31,2294894.28,2308595.643,1487520.443,2955299.552,none,-790519.8012,-802312.4616,-801685.2969,-1576659.108,-18057.48261,-13175.33002,-13371.87436,-13361.42161,-26277.6518,-300.9580435,2048679.293,2040661.874,2050152.869,1243344.488,2742153.182,Actinobacteria
sip1731,d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp6;o_Gp6;f_Gp6;g_Gp6,d_Bacteria,p_Acidobacteria,c_Acidobacteria_Gp6,o_Gp6,f_Gp6,g_Gp6,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,-0.087867619,-0.087684405,-0.085780215,-0.237701167,0.032845498,-182818.2844,-186736.0561,-172113.7919,-537855.1304,61895.41539,-3046.971407,-3112.267602,-2868.563199,-8964.252174,1031.590256,Warning: no occurrences in rep rC_t48_16O (t72_16O/t48_16O/t168_16O/t3_16O/t24_16O),T0.9,t0_16O,t48_16O.t48_18O,-1106822.32,-1113466.494,-1110993.868,-1831234.25,-397166.4261,-18447.03867,-18557.77489,-18516.56446,-30520.57084,-6619.440435,4049723.993,4063902.142,4049723.993,2731824.731,5515867.153,1836079.353,1836969.155,1866628.6,1024672.79,2522144.392,Warning: no occurrences in rep rC_t48_16O (t48_16O/t48_18O),-924004.0357,-926730.4375,-935663.2057,-1702911.069,-135816.1118,-15400.06726,-15445.50729,-15594.38676,-28381.85116,-2263.601863,2018897.637,2023705.211,2043722.147,1184123.92,2751513.079,Acidobacteria
sip5439,d_Bacteria;p_unclassified_Bacteria;c_unclassified_Bacteria;o_unclassified_Bacteria;f_unclassified_Bacteria;g_unclassified_Bacteria,d_Bacteria,p_unclassified_Bacteria,c_unclassified_Bacteria,o_unclassified_Bacteria,f_unclassified_Bacteria,g_unclassified_Bacteria,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,-0.081644162,-0.081156448,-0.083419466,-0.223724477,0.105632304,-109992.3427,-101155.1469,-109654.2856,-314041.0598,174919.527,-1833.205711,-1685.919115,-1827.571426,-5234.017664,2915.32545,Warning: no occurrences in rep rB_t168_16O & rB_t24_16O & rB_t48_16O & rB_t72_16O (t24_16O/t48_16O/t72_16O/t3_16O/t168_16O),T0.9,t0_16O,t48_16O.t48_18O,-1056381.652,-1054256.119,-1068761.34,-1612262.767,-418951.042,-17606.36086,-17570.93532,-17812.689,-26871.04611,-6982.517367,3506474.351,3503616.124,3506474.351,2814738.57,4241823.896,1393711.048,1395103.886,1379479.158,564169.8695,2476277.13,Warning: no occurrences in rep rB_t48_16O (t48_16O/t48_18O),-946389.309,-953100.972,-963542.4006,-1567813.659,-306502.0554,-15773.15515,-15885.0162,-16059.04001,-26130.22765,-5108.367591,1503703.391,1496259.033,1455681.647,590634.5422,2646183.538,unclassified
sip155,d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_unclassified_Myxococcales;g_unclassified_Myxococcales,d_Bacteria,p_Proteobacteria,c_Deltaproteobacteria,o_Myxococcales,f_unclassified_Myxococcales,g_unclassified_Myxococcales,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.062343802,0.062127427,0.060100517,-0.013769001,0.158980877,246566.9249,240393.867,236810.2058,-59778.30978,599720.365,4109.448749,4006.56445,3946.836764,-996.305163,9995.339416,none,T0.9,t0_16O,t48_16O.t48_18O,-852301.2538,-846142.8802,-857928.0022,-1670205.964,40594.15147,-14205.0209,-14102.38134,-14298.80004,-27836.76606,676.5691912,5851221.518,5843075.481,5851221.518,5083314.857,6325455.782,4146619.01,4150789.72,4146619.01,2604617.432,5735705.963,none,-1098868.179,-1086536.747,-1091465.314,-1972261.037,-225979.3481,-18314.46964,-18108.94579,-18191.08857,-32871.01729,-3766.322468,3900052.085,3910395.853,3906140.319,2367649.378,5450913.66,Deltaproteobacteria
sip4396,d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_unclassified_Planctomycetaceae,d_Bacteria,p_Planctomycetes,c_Planctomycetia,o_Planctomycetales,f_Planctomycetaceae,g_unclassified_Planctomycetaceae,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,-0.087764137,-0.088496559,-0.088279639,-0.354480487,0.211313305,-45950.91127,-41683.16179,-43448.57502,-174602.946,116667.9499,-765.8485212,-694.7193631,-724.142917,-2910.0491,1944.465832,Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rA_t48_16O & rA_t72_16O & rB_t168_16O & rB_t24_16O & rB_t3_16O & rB_t72_16O & rC_t24_16O & rC_t3_16O & rC_t72_16O (t24_16O/t48_16O/t168_16O/t3_16O/t72_16O),T0.9,t0_16O,t48_16O.t48_18O,-1151864.626,-1154082.751,-1150937.92,-2018683.604,-198898.3096,-19197.74376,-19234.71251,-19182.29867,-33644.72673,-3314.971827,3887875.652,3893784.756,3887875.652,2517278.848,5114853.037,1584146.401,1585619.255,1582292.989,335748.5498,2832992.654,Warning: no occurrences in rep rA_t48_16O (t48_16O/t48_18O),-1105913.714,-1113825.577,-1119980.374,-1978958.213,-157494.139,-18431.89524,-18563.75962,-18666.33957,-32982.63688,-2624.902317,1630097.312,1627261.394,1583795.015,382657.5538,2900022.302,Planctomycetes
sip176,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.056252683,0.0561356,0.055721964,-0.002252108,0.118981389,211110.5972,209967.4747,203837.5627,-10175.98898,468620.9434,3518.509953,3499.457912,3397.292711,-169.5998163,7810.349057,none,T0.9,t0_16O,t48_16O.t48_18O,-990883.0798,-1000603.667,-1026447.159,-1881701.341,-43716.08811,-16514.718,-16676.72778,-17107.45265,-31361.68902,-728.6014686,6388961.903,6403475.34,6388961.903,4391355.708,8060445.335,4407195.744,4402268.006,4404319.895,3481772.191,5411600.789,none,-1201993.677,-1210571.141,-1225668.967,-2144467.994,-177670.3046,-20033.22795,-20176.18569,-20427.81612,-35741.13324,-2961.171744,4196085.147,4192300.531,4188143.73,3235611.61,5290699.728,Actinobacteria
sip93,d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_Aquisphaera,d_Bacteria,p_Planctomycetes,c_Planctomycetia,o_Planctomycetales,f_Planctomycetaceae,g_Aquisphaera,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.068942406,0.068663866,0.0671299,0.012422555,0.129124276,172004.5053,173312.2845,168891.3851,27684.43651,348351.2637,2866.741756,2888.538075,2814.856418,461.4072752,5805.854395,none,T0.9,t0_16O,t48_16O.t48_18O,-1057477.193,-1070020.326,-1069533.909,-1889086.247,-320627.4813,-17624.61989,-17833.6721,-17825.56515,-31484.77079,-5343.791355,4638364.477,4658999.701,4638364.477,3422951.878,6415205.457,2523410.09,2518959.049,2523410.09,1781482.733,3285845.878,none,-1229481.699,-1243332.61,-1260404.861,-2103533.333,-467760.0462,-20491.36164,-20722.21017,-21006.74768,-35058.88889,-7796.000769,2351405.585,2345646.765,2336708.642,1570988.416,3127570.147,Planctomycetes
sip299,d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_unclassified_Rhizobiales;g_unclassified_Rhizobiales,d_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_unclassified_Rhizobiales,g_unclassified_Rhizobiales,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.019960153,0.020079514,0.018114611,-0.045506168,0.110252931,74329.28126,77551.60166,67919.22226,-181466.7598,437287.2051,1238.821354,1292.526694,1131.987038,-3024.445997,7288.120086,Warning: no occurrences in rep rA_t24_16O (t3_16O/t24_16O/t168_16O/t72_16O/t48_16O),T0.9,t0_16O,t48_16O.t48_18O,-1217042.282,-1219755.65,-1227424.564,-2281274.387,-125772.8837,-20284.03804,-20329.26083,-20457.07607,-38021.23979,-2096.214728,6499917.238,6521299.668,6499917.238,5201388.832,8327131.7,4065832.674,4081788.369,4008356.075,2667315.428,5834982.115,none,-1291371.564,-1297307.251,-1299794.696,-2431023.845,-143777.8108,-21522.85939,-21621.78752,-21663.24494,-40517.06408,-2396.296847,3991503.392,4004236.767,3948522.312,2505049.321,5761388.44,Alphaproteobacteria
sip242,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Nocardioidaceae;g_Marmoricola,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Nocardioidaceae,g_Marmoricola,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.35711994,0.35729721,0.353067888,0.117980232,0.724364525,577810.586,567698.5133,560046.0045,177471.4209,1065366.231,9630.176434,9461.641888,9334.100076,2957.857015,17756.10385,none,T0.9,t0_16O,t48_16O.t48_18O,-801573.8594,-808952.1696,-809906.3438,-1424264.56,-149920.7483,-13359.56432,-13482.53616,-13498.43906,-23737.74266,-2498.679138,3442449.25,3454046.648,3442449.25,2275366.867,4268212.514,1839301.531,1836142.309,1839587.877,1009512.619,2654589.481,none,-1379384.445,-1376650.683,-1368102.813,-2157933.81,-586137.5858,-22989.74076,-22944.17805,-22801.71355,-35965.56349,-9768.959763,1261490.945,1268443.796,1283398.798,275136.4604,2258324.855,Actinobacteria
sip5422,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.023166659,0.023668943,0.023376041,-0.038493426,0.082985563,51754.73061,55757.35224,50445.11955,-75249.78651,204856.7821,862.5788436,929.289204,840.7519925,-1254.163109,3414.279702,Warning: no occurrences in rep rA_t72_16O & rC_t24_16O (t168_16O/t3_16O/t48_16O/t72_16O/t24_16O),T0.9,t0_16O,t48_16O.t48_18O,-1482421.943,-1487788.51,-1518929.78,-2560659.291,-286040.7168,-24707.03238,-24796.47516,-25315.49633,-42677.65485,-4767.345279,6448327.783,6470404.996,6448327.783,4180944.097,8003963.618,3483483.897,3494827.977,3423316.134,2119270.932,5059807.515,none,-1534176.673,-1543545.862,-1572642.339,-2628579.098,-323884.6789,-25569.61122,-25725.76436,-26210.70565,-43809.65163,-5398.077981,3431729.166,3439070.625,3387669.071,2062191.777,4995327.806,Actinobacteria
sip5380,d_Bacteria;p_Actinobacteria;c_unclassified_Actinobacteria;o_unclassified_Actinobacteria;f_unclassified_Actinobacteria;g_unclassified_Actinobacteria,d_Bacteria,p_Actinobacteria,c_unclassified_Actinobacteria,o_unclassified_Actinobacteria,f_unclassified_Actinobacteria,g_unclassified_Actinobacteria,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.048124288,0.048089179,0.047094272,0.000102116,0.105687944,212132.6401,211425.1501,204618.1812,482.6613964,483185.6832,3535.544001,3523.752501,3410.30302,8.044356607,8053.094721,none,T0.9,t0_16O,t48_16O.t48_18O,-1410952.555,-1431283.369,-1434691.084,-2845980.363,-77058.23408,-23515.87592,-23854.72282,-23911.51807,-47433.00605,-1284.303901,8131797.44,8166233.953,8131797.44,6228747.867,11141763.3,5309892.329,5303667.215,5309892.329,3632078.893,6987901.503,none,-1623085.195,-1642708.519,-1635451.095,-3090326.874,-269242.9415,-27051.41992,-27378.47532,-27257.51825,-51505.44789,-4487.382359,5097759.689,5092242.065,5095785.556,3396687.212,6862385.783,Actinobacteria
sip364,d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp16;o_Gp16;f_Gp16;g_Gp16,d_Bacteria,p_Acidobacteria,c_Acidobacteria_Gp16,o_Gp16,f_Gp16,g_Gp16,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.073784188,0.074311353,0.075748826,0.004442021,0.133492889,269123.1466,272519.2129,273262.8709,13556.84911,510211.5542,4485.385777,4541.986882,4554.381181,225.9474851,8503.525903,none,T0.9,t0_16O,t48_16O.t48_18O,-1335459.334,-1348870.692,-1378127.45,-2264567.512,-372330.454,-22257.65557,-22481.1782,-22968.79084,-37742.79187,-6205.507566,6522500.446,6541620.919,6522500.446,5169583.242,8087937.835,3851581.778,3843879.535,3792673.57,2642413.802,5425502.929,none,-1604582.481,-1621389.905,-1650107.513,-2564185.363,-647004.1395,-26743.04134,-27023.16508,-27501.79188,-42736.42272,-10783.40233,3582458.631,3571360.322,3493717.781,2346209.96,5165355.589,Acidobacteria
sip124,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.083857703,0.08441571,0.083587361,0.014343622,0.174340325,447309.7406,442986.247,441515.5865,82901.81064,902150.9316,7455.162343,7383.104116,7358.593108,1381.696844,15035.84886,none,T0.9,t0_16O,t48_16O.t48_18O,-1332024.386,-1341058.405,-1324743.11,-2521374.539,-212181.403,-22200.40643,-22350.97342,-22079.05183,-42022.90899,-3536.356717,9287081.779,9310589.827,9287081.779,8126697.721,11448344.54,6623033.008,6628473.017,6633133.362,4827737.396,8341878.674,none,-1779334.126,-1784044.652,-1764906.548,-3054885.58,-561749.6855,-29655.56877,-29734.07754,-29415.10914,-50914.75967,-9362.494758,6175723.267,6185486.77,6231513.003,4368736.98,7904314.655,Actinobacteria
sip873,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.0317871,0.031243201,0.030696714,-0.016352607,0.078898689,227540.6173,218142.7473,220888.7944,-124173.3937,531735.8628,3792.343622,3635.712456,3681.479907,-2069.556561,8862.264381,none,T0.9,t0_16O,t48_16O.t48_18O,-1680464.353,-1679333.322,-1657412.177,-3304921.48,-168948.8783,-28007.73921,-27988.8887,-27623.53628,-55082.02466,-2815.814638,12186393.4,12174792.2,12186393.4,11255726.25,13788032.43,8825464.692,8816125.552,8825464.692,6045207.594,11466801.49,none,-1908004.97,-1897476.069,-1860832.831,-3515927.039,-377397.0028,-31800.08283,-31624.60116,-31013.88052,-58598.78399,-6289.950047,8597924.075,8597982.804,8583753.065,5752028.738,11421488.64,Actinobacteria
sip518,d_Bacteria;p_Actinobacteria;c_unclassified_Actinobacteria;o_unclassified_Actinobacteria;f_unclassified_Actinobacteria;g_unclassified_Actinobacteria,d_Bacteria,p_Actinobacteria,c_unclassified_Actinobacteria,o_unclassified_Actinobacteria,f_unclassified_Actinobacteria,g_unclassified_Actinobacteria,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.04525249,0.045958687,0.04458858,-0.011326909,0.108817181,129140.8964,133770.5444,124738.9065,-31498.88139,343167.217,2152.348273,2229.509073,2078.981775,-524.9813564,5719.453617,Warning: no occurrences in rep rA_t168_16O & rA_t72_16O & rC_t48_16O (t48_16O/t24_16O/t3_16O/t168_16O/t72_16O),T0.9,t0_16O,t48_16O.t48_18O,-2061488.307,-2069548.777,-2087625.271,-3201792.31,-958741.0148,-34358.13846,-34492.47962,-34793.75452,-53363.20517,-15979.01691,7789806.971,7803674.202,7789806.971,6826543.381,8931559.033,3666830.356,3664576.647,3666830.356,1609188.877,5686327.669,Warning: no occurrences in rep rC_t48_16O (t48_16O/t48_18O),-2190629.204,-2203319.322,-2203441.878,-3346177.757,-1069260.868,-36510.48673,-36721.98869,-36724.0313,-55769.62928,-17821.01447,3537689.46,3530806.103,3554864.731,1443021.687,5565210.11,Actinobacteria
sip164,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Pseudonocardiaceae;g_Amycolatopsis,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Pseudonocardiaceae,g_Amycolatopsis,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.082772724,0.082627737,0.083861617,0.033953155,0.128386987,251801.5274,252967.9034,247949.1998,90466.39658,442361.4763,4196.692123,4216.131724,4132.486663,1507.773276,7372.691272,none,T0.9,t0_16O,t48_16O.t48_18O,-2029268.879,-2053009.294,-2077539.163,-3748196.516,-290708.634,-33821.14799,-34216.82156,-34625.65271,-62469.94193,-4845.1439,6850117.737,6896011.188,6850117.737,3354780.338,10518938.38,2791579.978,2789992.6,2791579.978,1607184.475,3974378.98,none,-2281070.407,-2305977.197,-2317768.478,-4052052.133,-538208.4653,-38017.84011,-38432.95329,-38629.47463,-67534.20221,-8970.141088,2539778.451,2537024.697,2559314.558,1313058.141,3817210.375,Actinobacteria
sip478,d_Bacteria;p_Actinobacteria;c_unclassified_Actinobacteria;o_unclassified_Actinobacteria;f_unclassified_Actinobacteria;g_unclassified_Actinobacteria,d_Bacteria,p_Actinobacteria,c_unclassified_Actinobacteria,o_unclassified_Actinobacteria,f_unclassified_Actinobacteria,g_unclassified_Actinobacteria,3,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t48_18O,48,0.058752546,0.05892451,0.058888107,0.024056126,0.095654397,473991.1362,470080.6897,470271.1537,202369.5462,740973.2625,7899.852271,7834.678162,7837.852562,3372.825769,12349.55438,none,T0.9,t0_16O,t48_16O.t48_18O,-1961717.5,-1976913.12,-1960545.872,-3278300.786,-673606.6531,-32695.29166,-32948.55201,-32675.76453,-54638.34643,-11226.77755,13250984.84,13271170.39,13250984.84,11764964.99,15235638.31,9327549.842,9317344.144,9327549.842,7211289.126,11467895.17,none,-2435708.636,-2446993.81,-2403729.653,-3733173.587,-1187071.338,-40595.14393,-40783.23017,-40062.16088,-62219.55979,-19784.5223,8853558.705,8847263.455,8837044.417,6662858.056,10917041.4,Actinobacteria
