taxonID,taxonomy,domain,phylum,class,order,family,genus,comparisonID,trt.code.1,trt.code.2,time,ape.obs,ape.boot.mean,ape.boot.median,ape.boot.CI.L,ape.boot.CI.U,b.obs,b.boot.mean,b.boot.median,b.boot.CI.L,b.boot.CI.U,f.gross.obs,f.gross.boot.mean,f.gross.boot.median,f.gross.boot.CI.L,f.gross.boot.CI.U,message,comparisonID.pop,group.code.0,group.code.t,r.net.obs,r.net.boot.mean,r.net.boot.median,r.net.boot.CI.L,r.net.boot.CI.U,f.net.obs,f.net.boot.mean,f.net.boot.median,f.net.boot.CI.L,f.net.boot.CI.U,N.tot.T0.obs.mean,N.tot.T0.boot.mean,N.tot.T0.boot.median,N.tot.T0.boot.CI.L,N.tot.T0.boot.CI.U,N.tot.Tt.obs.mean,N.tot.Tt.boot.mean,N.tot.Tt.boot.median,N.tot.Tt.boot.CI.L,N.tot.Tt.boot.CI.U,message.pop,d.obs,d.boot.mean,d.boot.median,d.boot.CI.L,d.boot.CI.U,f.death.obs,f.death.boot.mean,f.death.boot.median,f.death.boot.CI.L,f.death.boot.CI.U,N.light.Tt.obs,N.light.Tt.boot.mean,N.light.Tt.boot.median,N.light.Tt.boot.CI.L,N.light.Tt.boot.CI.U,sub_domain_consensus
sip1493,d_Bacteria;p_Verrucomicrobia;c_Subdivision3;o_Subdivision3_genera_incertae_sedis;f_Subdivision3_genera_incertae_sedis;g_Subdivision3_genera_incertae_sedis,d_Bacteria,p_Verrucomicrobia,c_Subdivision3,o_Subdivision3_genera_incertae_sedis,f_Subdivision3_genera_incertae_sedis,g_Subdivision3_genera_incertae_sedis,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.088859268,-0.089316222,-0.086611534,-0.161626964,-0.023315434,-152972.6006,-156712.3783,-146447.6246,-319312.8057,-35950.05372,-2549.543343,-2611.872971,-2440.793743,-5321.880095,-599.1675621,Warning: no occurrences in rep rB_t168_16O & rC_t168_16O (t24_16O/t3_16O/t72_16O/t48_16O/t168_16O),T0.12,t0_16O,t72_16O.t72_18O,-1243702.7,-1255000.725,-1219586.918,-2222419.467,-371795.5412,-20728.37834,-20916.67875,-20326.44863,-37040.32445,-6196.592353,6468835.523,6505713.131,6468835.523,3829255.665,9477300.733,2737727.422,2740710.955,2765976.218,1850921.267,3544360.166,none,-1090730.1,-1098288.347,-1059996.484,-2061900.898,-211024.656,-18178.83499,-18304.80578,-17666.60806,-34365.01497,-3517.077601,3043672.624,3054135.712,3069923.682,2113328.333,3954364.512,Verrucomicrobia
sip4396,d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_unclassified_Planctomycetaceae,d_Bacteria,p_Planctomycetes,c_Planctomycetia,o_Planctomycetales,f_Planctomycetaceae,g_unclassified_Planctomycetaceae,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.090437446,-0.091291286,-0.090437446,-0.345047446,0.234484245,-17581.95542,-15408.35634,-17581.95542,-54944.78986,36714.13135,-293.0325903,-256.805939,-293.0325903,-915.7464976,611.9021892,Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rA_t48_16O & rA_t72_16O & rB_t168_16O & rB_t24_16O & rB_t3_16O & rB_t72_16O & rC_t24_16O & rC_t3_16O & rC_t72_16O (t24_16O/t48_16O/t168_16O/t3_16O/t72_16O),T0.12,t0_16O,t72_16O.t72_18O,-1126989.225,-1128788.298,-1127712.304,-1548988.57,-670123.6238,-18783.15376,-18813.1383,-18795.20506,-25816.47616,-11168.72706,3887875.652,3893784.756,3887875.652,2517278.848,5114853.037,506907.9763,507419.8614,506907.9763,108031.8235,1013815.953,Warning: no occurrences in rep rA_t72_16O & rB_t72_16O & rC_t72_16O (t72_16O/t72_18O),-1109407.27,-1114838.42,-1119852.933,-1544066.366,-661535.3686,-18490.12117,-18580.64034,-18664.21555,-25734.43944,-11025.58948,542071.8871,536672.0933,527340.5372,104376.67,1036563.519,Planctomycetes
sip2816,d_Bacteria;p_Actinobacteria;c_unclassified_Actinobacteria;o_unclassified_Actinobacteria;f_unclassified_Actinobacteria;g_unclassified_Actinobacteria,d_Bacteria,p_Actinobacteria,c_unclassified_Actinobacteria,o_unclassified_Actinobacteria,f_unclassified_Actinobacteria,g_unclassified_Actinobacteria,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.02744413,-0.02829556,-0.029658411,-0.094281045,0.053752795,-81538.28809,-84177.95334,-84852.56514,-308469.2432,152546.4412,-1358.971468,-1402.965889,-1414.209419,-5141.154054,2542.440687,none,T0.12,t0_16O,t72_16O.t72_18O,-1245488.709,-1250956.427,-1245488.709,-1889312.771,-601659.4748,-20758.14515,-20849.27379,-20758.14515,-31488.54619,-10027.65791,7476477.01,7496015.33,7476477.01,5732852.171,8947145.224,3740010.884,3743146.047,3740010.884,2497096.38,4871952.101,none,-1163950.421,-1166778.474,-1178857.06,-1836785.781,-460452.2099,-19399.17368,-19446.3079,-19647.61766,-30613.09635,-7674.203498,3903087.46,3911501.954,3912963.613,2606682.259,5122236.83,Actinobacteria
sip5380,d_Bacteria;p_Actinobacteria;c_unclassified_Actinobacteria;o_unclassified_Actinobacteria;f_unclassified_Actinobacteria;g_unclassified_Actinobacteria,d_Bacteria,p_Actinobacteria,c_unclassified_Actinobacteria,o_unclassified_Actinobacteria,f_unclassified_Actinobacteria,g_unclassified_Actinobacteria,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.01850456,-0.018604854,-0.0175736,-0.103560442,0.065513831,-49603.36425,-54111.4148,-46297.4312,-287154.548,158829.5682,-826.7227376,-901.8569134,-771.6238534,-4785.909134,2647.159469,none,T0.12,t0_16O,t72_16O.t72_18O,-1308246.15,-1318815.435,-1298611.941,-2287915.808,-518011.8728,-21804.10251,-21980.25726,-21643.53236,-38131.93014,-8633.531213,8131797.44,8166233.953,8131797.44,6228747.867,11141763.3,4207058.989,4209787.647,4207058.989,2902577.322,5494194.005,none,-1258642.786,-1264704.021,-1259081.92,-2232008.044,-388264.1579,-20977.37977,-21078.40034,-20984.69867,-37200.13406,-6471.069299,4306265.717,4318010.477,4285409.266,3028847.161,5635103.14,Actinobacteria
sip5396,d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp1;o_Granulicella;f_Granulicella;g_Granulicella,d_Bacteria,p_Acidobacteria,c_Acidobacteria_Gp1,o_Granulicella,f_Granulicella,g_Granulicella,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,0.069560117,0.069509848,0.067929148,-0.050640314,0.199611632,55937.38944,55881.99516,54120.99303,-39906.79962,164950.9824,932.2898239,931.366586,902.0165505,-665.1133271,2749.18304,none,T0.12,t0_16O,t72_16O.t72_18O,-1185336.311,-1191664.63,-1200649.031,-1639003.031,-607059.3228,-19755.60518,-19861.07716,-20010.81718,-27316.71718,-10117.65538,4940628.108,4958969.941,4940628.108,3006311.287,6214997.039,1384619.176,1383976.052,1378925.902,1015733.016,1778255.049,none,-1241273.7,-1247546.625,-1265121.375,-1714935.875,-622459.0129,-20687.895,-20792.44375,-21085.35624,-28582.26459,-10374.31688,1272744.398,1272212.062,1262236.832,852389.6435,1703386.283,Acidobacteria
sip1016,d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp3;o_Gp3;f_Gp3;g_Gp3,d_Bacteria,p_Acidobacteria,c_Acidobacteria_Gp3,o_Gp3,f_Gp3,g_Gp3,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,0.180541306,0.180751052,0.177791855,-0.008936125,0.376612193,376634.0013,361207.9687,366989.1471,-19581.55855,735961.4581,6277.233356,6020.132812,6116.485785,-326.3593091,12266.0243,none,T0.12,t0_16O,t72_16O.t72_18O,-943222.2113,-947266.1149,-959045.7425,-1680356.122,-156451.141,-15720.37019,-15787.76858,-15984.09571,-28005.93537,-2607.519017,6787275.567,6780903.747,6787275.567,5238091.042,8431818.386,3957608.933,3939105.403,3830725.879,2281575.834,5900171.747,none,-1319856.213,-1308474.084,-1321518.874,-2128858.739,-408404.9637,-21997.60354,-21807.90139,-22025.31456,-35480.97898,-6806.749396,3204340.931,3216689.465,3144263.93,1455312.54,5331685.339,Acidobacteria
sip111,d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Skermanella,d_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhodospirillales,f_Rhodospirillaceae,g_Skermanella,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,0.065073504,0.065709508,0.065955277,-0.010357451,0.159210891,331199.9611,322398.9261,330097.2094,-54839.3559,776203.2326,5519.999351,5373.315435,5501.620157,-913.9892649,12936.72054,none,T0.12,t0_16O,t72_16O.t72_18O,-1062442.286,-1057483.642,-1052902.975,-2287050.462,-41647.50335,-17707.37144,-17624.72736,-17548.38292,-38117.5077,-694.1250558,11547946.38,11540123.46,11547946.38,9095417.03,15714549.33,8360619.525,8367672.537,8360619.525,6982296.454,9789688.807,none,-1393642.247,-1379882.568,-1355055.776,-2656210.706,-203881.1492,-23227.37079,-22998.0428,-22584.26294,-44270.17843,-3398.019153,7698219.603,7722874.684,7730376.679,6113655.589,9353217.479,Alphaproteobacteria
sip124,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.060972913,-0.060245098,-0.059792455,-0.0979048,-0.024283115,-198856.3654,-199376.836,-191799.9473,-364343.9684,-69766.13611,-3314.272757,-3322.947267,-3196.665789,-6072.399473,-1162.768935,none,T0.12,t0_16O,t72_16O.t72_18O,-1580887.379,-1586367.871,-1569039.453,-2373137.878,-826201.8069,-26348.12298,-26439.46451,-26150.65756,-39552.29797,-13770.03012,9287081.779,9310589.827,9287081.779,8126697.721,11448344.54,4544419.642,4551486.215,4579963.419,2883890.748,6076002.714,none,-1382031.014,-1386991.035,-1376804.869,-2177087.787,-597631.2922,-23033.85023,-23116.51724,-22946.74782,-36284.79644,-9960.521536,4942132.373,4950239.887,4955357.442,3260488.263,6491309.356,Actinobacteria
sip478,d_Bacteria;p_Actinobacteria;c_unclassified_Actinobacteria;o_unclassified_Actinobacteria;f_unclassified_Actinobacteria;g_unclassified_Actinobacteria,d_Bacteria,p_Actinobacteria,c_unclassified_Actinobacteria,o_unclassified_Actinobacteria,f_unclassified_Actinobacteria,g_unclassified_Actinobacteria,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.074330379,-0.074110742,-0.07213604,-0.145674976,-0.009996194,-365152.1588,-366866.9695,-350658.507,-734250.1992,-51686.30344,-6085.869313,-6114.449492,-5844.308451,-12237.50332,-861.4383907,none,T0.12,t0_16O,t72_16O.t72_18O,-1808905.774,-1817230.603,-1815141.253,-2906900.725,-715916.2536,-30148.42956,-30287.17672,-30252.35422,-48448.34541,-11931.93756,13250984.84,13271170.39,13250984.84,11764964.99,15235638.31,7824267.52,7819478.575,7742755.602,5190162.351,10600272.75,none,-1443753.615,-1450363.634,-1471973.416,-2534830.704,-327688.1255,-24062.56025,-24172.72723,-24532.89027,-42247.17839,-5461.468758,8554571.837,8553212.514,8525830.429,5764968.072,11511213.88,Actinobacteria
sip5422,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.017269868,-0.016765417,-0.015565525,-0.140300792,0.103710951,-22700.41428,-24984.95311,-19438.89673,-196325.7989,127152.3836,-378.340238,-416.4158851,-323.9816122,-3272.096648,2119.206394,Warning: no occurrences in rep rA_t72_16O & rC_t24_16O (t168_16O/t3_16O/t48_16O/t72_16O/t24_16O),T0.12,t0_16O,t72_16O.t72_18O,-1530093.038,-1533915.718,-1547054.405,-2172939.119,-777030.2952,-25501.55063,-25565.26197,-25784.24009,-36215.65199,-12950.50492,6448327.783,6470404.996,6448327.783,4180944.097,8003963.618,1858048.669,1868657.841,1858048.669,791399.017,2933130.285,Warning: no occurrences in rep rA_t72_16O (t72_16O/t72_18O),-1507392.624,-1508930.765,-1523179.794,-2156657.846,-685954.4612,-25123.21039,-25148.84609,-25386.32989,-35944.29744,-11432.57435,1903449.497,1918627.747,1915140.912,783793.5568,3031848.397,Actinobacteria
sip164,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Pseudonocardiaceae;g_Amycolatopsis,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Pseudonocardiaceae,g_Amycolatopsis,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,0.0074899,0.007557659,0.006819835,-0.059504102,0.075071374,14025.03852,13587.97067,12823.29751,-114025.8431,137757.9117,233.750642,226.4661779,213.7216252,-1900.430719,2295.965195,none,T0.12,t0_16O,t72_16O.t72_18O,-1507839.588,-1521783.655,-1534736.646,-2689689.241,-399929.0942,-25130.6598,-25363.06091,-25578.94409,-44828.15402,-6665.484903,6850117.737,6896011.188,6850117.737,3354780.338,10518938.38,2326598.974,2330660.223,2260615.5,1548874.831,3348888.639,none,-1521864.626,-1535371.625,-1541413.112,-2660189.235,-380173.7979,-25364.41044,-25589.52709,-25690.21854,-44336.48724,-6336.229965,2298548.897,2303484.282,2260397.215,1498986.026,3363522.981,Actinobacteria
sip873,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Gaiellales;f_Gaiellaceae;g_Gaiella,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Gaiellales,f_Gaiellaceae,g_Gaiella,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.028769608,-0.029192176,-0.030847504,-0.104517923,0.059455606,-123555.4601,-133486.4946,-130248.6007,-511864.0949,244407.9723,-2059.257668,-2224.77491,-2170.810012,-8531.068249,4073.466204,none,T0.12,t0_16O,t72_16O.t72_18O,-1695107.82,-1691962.371,-1693462.376,-2458922.388,-878025.3617,-28251.79699,-28199.37285,-28224.37294,-40982.0398,-14633.75603,12186393.4,12174792.2,12186393.4,11255726.25,13788032.43,7101069.938,7098905.083,7038579.618,5269762.714,9048446.242,none,-1571552.359,-1558475.877,-1559563.449,-2369526.032,-702222.1188,-26192.53932,-25974.59794,-25992.72415,-39492.10054,-11703.70198,7348180.859,7365878.072,7321821.959,5414945.707,9429858.364,Actinobacteria
sip5376,d_Bacteria;p_candidate division WPS-1;c_WPS-1_genera_incertae_sedis;o_WPS-1_genera_incertae_sedis;f_WPS-1_genera_incertae_sedis;g_WPS-1_genera_incertae_sedis,d_Bacteria,p_candidate division WPS-1,c_WPS-1_genera_incertae_sedis,o_WPS-1_genera_incertae_sedis,f_WPS-1_genera_incertae_sedis,g_WPS-1_genera_incertae_sedis,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.024284621,-0.024617813,-0.02441095,-0.061408741,0.008912297,-92394.41161,-97956.88571,-91605.47721,-269797.9651,29041.6742,-1539.90686,-1632.614762,-1526.757954,-4496.632752,484.0279033,none,T0.12,t0_16O,t72_16O.t72_18O,-1724421.673,-1746152.381,-1713226.302,-3646092.169,-337870.2307,-28740.36122,-29102.53969,-28553.7717,-60768.20282,-5631.170512,11092010.51,11161637.87,11092010.51,6877408.906,17046870.32,5918745.487,5923180.725,5900805.31,5073580.464,6778484.915,none,-1632027.261,-1648195.496,-1594990.192,-3528223.558,-231944.5524,-27200.45435,-27469.92493,-26583.16987,-58803.72596,-3865.74254,6103534.31,6119094.497,6090116.273,5231525.186,7101082.71,candidate division WPS-1
sip518,d_Bacteria;p_Actinobacteria;c_unclassified_Actinobacteria;o_unclassified_Actinobacteria;f_unclassified_Actinobacteria;g_unclassified_Actinobacteria,d_Bacteria,p_Actinobacteria,c_unclassified_Actinobacteria,o_unclassified_Actinobacteria,f_unclassified_Actinobacteria,g_unclassified_Actinobacteria,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.106555701,-0.105941459,-0.10464014,-0.15802155,-0.057618131,-178630.8345,-177463.1581,-170850.073,-315109.1642,-80094.69021,-2977.180574,-2957.719302,-2847.501216,-5251.819404,-1334.911504,Warning: no occurrences in rep rA_t168_16O & rA_t72_16O & rC_t48_16O (t48_16O/t24_16O/t3_16O/t168_16O/t72_16O),T0.12,t0_16O,t72_16O.t72_18O,-1849939.864,-1851652.716,-1845154.386,-2421367.043,-1236902.475,-30832.33106,-30860.8786,-30752.5731,-40356.11739,-20615.04124,7789806.971,7803674.202,7789806.971,6826543.381,8931559.033,2239987.38,2248716.053,2267937.411,754269.4502,3746131.952,Warning: no occurrences in rep rA_t72_16O (t72_16O/t72_18O),-1671309.029,-1674189.558,-1678112.811,-2256280.737,-1039985.203,-27855.15048,-27903.1593,-27968.54684,-37604.67895,-17333.08672,2597249.049,2603642.37,2618044.532,1106691.075,4185509.292,Actinobacteria
sip22,d_Bacteria;p_Verrucomicrobia;c_Spartobacteria;o_Spartobacteria_genera_incertae_sedis;f_Spartobacteria_genera_incertae_sedis;g_Spartobacteria_genera_incertae_sedis,d_Bacteria,p_Verrucomicrobia,c_Spartobacteria,o_Spartobacteria_genera_incertae_sedis,f_Spartobacteria_genera_incertae_sedis,g_Spartobacteria_genera_incertae_sedis,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.004230813,-0.004107722,-0.006212688,-0.074718907,0.083438258,-28213.75759,-46470.26228,-40779.76866,-588812.1624,508276.1177,-470.2292932,-774.5043713,-679.6628111,-9813.53604,8471.268628,none,T0.12,t0_16O,t72_16O.t72_18O,-1753138.582,-1764300.737,-1803102.901,-2648685.184,-648465.2164,-29218.97636,-29405.01228,-30051.71502,-44144.75307,-10807.75361,16086485.2,16106898.08,16086485.2,12787140.59,18566276.96,10827069.45,10813995.87,10718211.16,9614840.275,12369389.35,none,-1724924.824,-1717830.474,-1746891.52,-2799523.557,-512351.3719,-28748.74707,-28630.50791,-29114.85867,-46658.72594,-8539.189532,10883496.97,10906936.39,10887516.99,9161190.296,12782550.45,Verrucomicrobia
sip5374,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Kineosporiaceae;g_Kineosporia,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Kineosporiaceae,g_Kineosporia,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,0.03377088,0.034067937,0.035375048,-0.016361994,0.074733817,104699.8513,108474.7859,109827.1343,-44638.67127,252538.2359,1744.997522,1807.913099,1830.452238,-743.9778545,4208.970598,none,T0.12,t0_16O,t72_16O.t72_18O,-1676533.598,-1679247.096,-1698984.63,-2541924.923,-731451.0846,-27942.22664,-27987.45159,-28316.41051,-42365.41538,-12190.85141,11318495.72,11342536.36,11318495.72,9013195.973,13070956.99,6288894.924,6304795.071,6231276.71,4370196.458,8801309.672,none,-1781233.45,-1787721.882,-1807914.576,-2694847.505,-756195.4079,-29687.22416,-29795.36469,-30131.90959,-44914.12508,-12603.2568,6079495.222,6087845.499,6023038.516,4133739.845,8577284.961,Actinobacteria
sip1556,d_Bacteria;p_unclassified_Bacteria;c_unclassified_Bacteria;o_unclassified_Bacteria;f_unclassified_Bacteria;g_unclassified_Bacteria,d_Bacteria,p_unclassified_Bacteria,c_unclassified_Bacteria,o_unclassified_Bacteria,f_unclassified_Bacteria,g_unclassified_Bacteria,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,0.014764336,0.014659324,0.015729144,-0.034870883,0.056410775,63162.30192,58959.72905,65838.23766,-157245.7084,221572.7432,1052.705032,982.6621508,1097.303961,-2620.761806,3692.879053,none,T0.12,t0_16O,t72_16O.t72_18O,-1867240.388,-1893634.967,-1830839.402,-4353797.576,-27097.3296,-31120.67313,-31560.58278,-30513.99004,-72563.29293,-451.62216,12463011.69,12538870.47,12463011.69,6739473.671,19958057.18,6861290.527,6857965.574,6894691.118,5574456.876,7912018.178,none,-1930402.69,-1952594.696,-1914378.888,-4416194.402,-61542.47473,-32173.37817,-32543.24493,-31906.3148,-73603.24004,-1025.707912,6734965.923,6740046.116,6785719.645,5400878.57,7925030.037,unclassified
sip5378,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_unclassified_Actinobacteria;f_unclassified_Actinobacteria;g_unclassified_Actinobacteria,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_unclassified_Actinobacteria,f_unclassified_Actinobacteria,g_unclassified_Actinobacteria,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.036977106,-0.0370925,-0.036494484,-0.10699041,0.030297473,-85305.15229,-88255.59625,-81273.74682,-265792.4953,66629.1846,-1421.752538,-1470.926604,-1354.562447,-4429.874922,1110.48641,none,T0.12,t0_16O,t72_16O.t72_18O,-2357864.548,-2358555.913,-2367394.708,-2994466.822,-1532163.404,-39297.74247,-39309.26522,-39456.57847,-49907.78036,-25536.05673,10080439.62,10079820.04,10080439.62,7515091.68,12019610.25,3006845.975,3004152.3,3018565.209,2465157.907,3489338.135,none,-2272559.396,-2270300.317,-2283173.216,-2937605.987,-1448227.3,-37875.98994,-37838.33862,-38052.88693,-48960.09979,-24137.12167,3177456.279,3180663.492,3194277.356,2562283.668,3776547.651,Actinobacteria
sip7,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Streptomycetaceae;g_Streptomyces,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Actinomycetales,f_Streptomycetaceae,g_Streptomyces,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,0.05712248,0.057358294,0.057627287,0.008738079,0.117887653,459418.6104,455907.0051,448704.712,74341.399,913957.9404,7656.97684,7598.450086,7478.411867,1239.023317,15232.63234,none,T0.12,t0_16O,t72_16O.t72_18O,-2406580.259,-2432548.137,-2395184.05,-5024010.867,-136929.4537,-40109.67098,-40542.46894,-39919.73417,-83733.51444,-2282.157561,20933376.03,21021576.64,20933376.03,15397633.63,29353356.55,13713635.25,13723932.23,13713635.25,11115354.24,16323479.77,none,-2865998.869,-2888455.142,-2845638.498,-5461635.0,-568270.6859,-47766.64782,-48140.91903,-47427.30829,-91027.24999,-9471.178098,12794798.03,12812118.22,12814853.08,9875563.469,15683206.72,Actinobacteria
sip49,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Solirubrobacterales;f_unclassified_Solirubrobacterales;g_unclassified_Solirubrobacterales,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Solirubrobacterales,f_unclassified_Solirubrobacterales,g_unclassified_Solirubrobacterales,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.076572979,-0.077148016,-0.078268327,-0.141634641,-0.007822865,-384298.1379,-390771.9069,-384071.6591,-762828.0491,-36156.34429,-6404.968965,-6512.865115,-6401.194319,-12713.80082,-602.6057382,none,T0.12,t0_16O,t72_16O.t72_18O,-3347619.434,-3355571.629,-3346681.399,-4342848.362,-2428602.672,-55793.65723,-55926.19381,-55778.02332,-72380.80603,-40476.71119,17085162.63,17112504.99,17085162.63,15837385.0,19569065.87,7042304.331,7045790.101,7074594.774,4733466.452,9043395.082,none,-2963321.296,-2964799.722,-2943812.128,-4052337.293,-1948754.958,-49388.68826,-49413.3287,-49063.53546,-67538.95489,-32479.24929,7810900.607,7827333.915,7863866.693,5580097.975,10040443.36,Actinobacteria
sip25,d_Bacteria;p_unclassified_Bacteria;c_unclassified_Bacteria;o_unclassified_Bacteria;f_unclassified_Bacteria;g_unclassified_Bacteria,d_Bacteria,p_unclassified_Bacteria,c_unclassified_Bacteria,o_unclassified_Bacteria,f_unclassified_Bacteria,g_unclassified_Bacteria,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.033406533,-0.033501799,-0.033744929,-0.126292013,0.089150263,-291340.8132,-292169.054,-291200.229,-1147438.999,790541.9199,-4855.680221,-4869.484234,-4853.33715,-19123.98331,13175.69866,none,T0.12,t0_16O,t72_16O.t72_18O,-3639640.522,-3661683.781,-3600567.888,-6101848.831,-1480357.943,-60660.67537,-61028.06301,-60009.4648,-101697.4805,-24672.63239,24581970.58,24665315.19,24581970.58,19034962.76,31530676.27,13663049.01,13680263.85,13527726.31,9854760.796,17625337.67,none,-3348299.709,-3369514.727,-3356417.297,-5906862.675,-900180.6873,-55804.99515,-56158.57878,-55940.28828,-98447.71124,-15003.01146,14245730.64,14264601.96,14141542.97,10020431.31,18964674.82,unclassified
sip172,d_Bacteria;p_Acidobacteria;c_Acidobacteria_Gp16;o_Gp16;f_Gp16;g_Gp16,d_Bacteria,p_Acidobacteria,c_Acidobacteria_Gp16,o_Gp16,f_Gp16,g_Gp16,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.007576753,-0.007520605,-0.007960684,-0.048982032,0.037304962,-65302.80773,-64349.10923,-66802.515,-434485.0088,323202.1229,-1088.380129,-1072.485154,-1113.37525,-7241.416813,5386.702049,none,T0.12,t0_16O,t72_16O.t72_18O,-4500966.591,-4523645.765,-4500966.591,-7416797.098,-1957804.484,-75016.10985,-75394.09608,-75016.10985,-123613.285,-32630.07473,27947931.14,28041360.11,27947931.14,21926437.6,36908506.07,14445031.37,14470422.82,14443401.15,10586482.32,18746796.46,none,-4435663.784,-4459296.656,-4459510.598,-7434288.054,-1883372.202,-73927.72973,-74321.61093,-74325.17663,-123904.8009,-31389.5367,14575636.98,14599121.03,14528859.0,10653964.86,18830087.53,Acidobacteria
sip48,d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Solirubrobacterales;f_unclassified_Solirubrobacterales;g_unclassified_Solirubrobacterales,d_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Solirubrobacterales,f_unclassified_Solirubrobacterales,g_unclassified_Solirubrobacterales,4,t168_16O_t24_16O_t3_16O_t48_16O_t72_16O,t72_18O,72,-0.001754246,-0.001702024,-0.001605629,-0.067808448,0.063621196,-14525.77262,-8106.014178,-12170.01096,-567412.0643,607905.0694,-242.0962104,-135.1002363,-202.833516,-9456.867739,10131.75116,none,T0.12,t0_16O,t72_16O.t72_18O,-4896417.489,-4936974.522,-4933841.567,-9567550.297,-962916.1534,-81606.95814,-82282.90869,-82230.69278,-159459.1716,-16048.60256,29468868.17,29611323.94,29468868.17,18142971.34,43695875.02,14779615.71,14800400.37,14619617.28,10084356.08,20811140.75,none,-4881891.716,-4928868.507,-4944460.699,-9529327.566,-950496.0899,-81364.86193,-82147.80846,-82407.67831,-158822.1261,-15841.6015,14808667.25,14816612.4,14646416.66,9975510.059,20820574.79,Actinobacteria
